VM Name,Host,IP Addresses,Cores,Memory Capacity,Storage,Controller Read IOPS,Controller Write IOPS,Controller IO Bandwidth,Backup and Recovery Capable,Flash Mode,CPU Usage,Memory Usage,Controller Avg IO Latency,Timestamp
DDI-DNS-AUTH-TT01,NTNX-J30212D6-A/AHV,172.31.74.75 | 196.203.82.38,8,16 GiB,19.53 GiB / 200 GiB,0,4,32 KBps,Yes,No,91.35%,6.93%,9.05 ms,2025-04-22T09:36:33.521604
DDI-DNS-REC01,NTNX-J3014838-A/AHV,172.31.74.67 | 196.203.82.54,8,16 GiB,50.47 GiB / 200 GiB,0,0,2 KBps,Yes,No,59.78%,82.04%,1.54 ms,2025-04-22T09:36:33.521604
DDI-DNS-REC02,NTNX-J3014838-A/AHV,172.31.74.68 | 196.203.82.62,16,16 GiB,50.7 GiB / 200 GiB,0,0,1 KBps,Yes,No,35.94%,74.26%,3.55 ms,2025-04-22T09:36:33.521604
DDI-IPAM01,NTNX-J3014839-A/AHV,172.31.74.43,8,16 GiB,4.37 GiB / 600 GiB,0,0,4 KBps,Yes,No,9.89%,64.78%,4.25 ms,2025-04-22T09:36:33.521604
DDI-PERF-T-VM-K,,,4,8 GiB,3 GiB / 50 GiB,-,-,-,Yes,No,5.25%,55.49%,5.26 ms,2025-04-22T09:36:33.521604
DEDR-OSP_ADTRAN01,NTNX-J3014839-A/AHV,172.30.7.74 | 172.30.7.67,4,8 GiB,40.29 GiB / 120 GiB,0,2,67 KBps,Yes,No,89.31%,28.00%,4.90 ms,2025-04-22T09:36:33.521604
DMC4.6-LPCADD01,NTNX-J9023FVL-A/AHV,172.31.114.133 | 172.31.114.165 | 172.31.114.195 | 172.31.114.203,16,32 GiB,5.99 GiB / 300 GiB,0,0,5 KBps,Yes,No,14.34%,33.95%,2.40 ms,2025-04-22T09:36:33.521604
DMC4.6-LPCADD02,NTNX-J9023FVM-A/AHV,172.31.114.134 | 172.31.114.166 | 172.31.114.196 | 172.31.114.204,16,32 GiB,5.31 GiB / 300 GiB,0,1,8 KBps,Yes,No,20.08%,12.15%,4.27 ms,2025-04-22T09:36:33.521604
DMC4.6-LPCADD03,NTNX-J9023FVM-A/AHV,172.31.114.135 | 172.31.114.167 | 172.31.114.211 | 172.31.114.219,16,32 GiB,21.8 GiB / 313.26 GiB,0,1,9 KBps,Yes,No,46.16%,39.91%,8.56 ms,2025-04-22T09:36:33.521604
DMC4.6-LPCADD04,NTNX-J9023FVM-A/AHV,172.31.114.136 | 172.31.114.168 | 172.31.114.212 | 172.31.114.220,16,32 GiB,18.81 GiB / 313.26 GiB,0,0,1 KBps,Yes,No,50.70%,8.84%,8.61 ms,2025-04-22T09:36:33.521604
DMC4.6-LPCDB01,NTNX-J9023FVL-A/AHV,172.31.114.139 | 172.31.114.171,32,64 GiB,19.24 GiB / 613.26 GiB,0,0,14 KBps,Yes,No,79.47%,61.39%,3.15 ms,2025-04-22T09:36:33.521604
DMC4.6-LPCDMC01,NTNX-J9023FVL-A/AHV,172.31.114.131 | 172.31.114.163 | 172.31.114.243,32,48 GiB,83.4 GiB / 613.26 GiB,0,12,1.92 MBps,Yes,No,13.86%,15.91%,1.16 ms,2025-04-22T09:36:33.521604
DMC4.6-LPCDMC02,NTNX-J9023FVL-A/AHV,172.31.114.132 | 172.31.114.164 | 172.31.114.244,32,48 GiB,62.35 GiB / 613.26 GiB,0,7,1.08 MBps,Yes,No,44.64%,60.46%,6.87 ms,2025-04-22T09:36:33.521604
DMC4.6-LPCES01,NTNX-J9023FVM-A/AHV,172.31.114.138 | 172.31.114.170,16,32 GiB,20.4 GiB / 613.26 GiB,0,9,181 KBps,Yes,No,63.82%,94.26%,5.76 ms,2025-04-22T09:36:33.521604
DMC4.6-LPCMMG01,NTNX-J9023FVL-A/AHV,172.31.114.137 | 172.31.114.169 | 172.31.114.227 | 172.31.114.245,8,16 GiB,19.02 GiB / 313.26 GiB,0,3,30 KBps,Yes,No,43.85%,52.91%,9.57 ms,2025-04-22T09:36:33.521604
DMC4.6-LPCREP01,NTNX-J9023FVL-A/AHV,172.31.114.141 | 172.31.114.173,8,16 GiB,24.84 GiB / 613.26 GiB,0,4,43 KBps,Yes,No,71.06%,86.96%,9.89 ms,2025-04-22T09:36:33.521604
DMC4.6-LPCSAFER01,NTNX-J9023FVL-A/AHV,172.31.114.140 | 172.31.114.172 | 172.31.114.246,8,16 GiB,121.2 GiB / 613.26 GiB,0,0,1 KBps,Yes,No,98.46%,31.80%,4.04 ms,2025-04-22T09:36:33.521604
e-istichara-GW-SMS,,,4,4 GiB,2.35 GiB / 100 GiB,-,-,-,Yes,No,38.62%,26.73%,1.33 ms,2025-04-22T09:36:33.521604
e-istichara-GW-SMS-clone07012022,,,4,4 GiB,- / 100 GiB,-,-,-,Yes,No,93.87%,31.93%,6.70 ms,2025-04-22T09:36:33.521604
eSante-Backup,NTNX-J3014836-A/AHV,192.168.136.3,4,8 GiB,58.77 GiB / 60 GiB,0,0,14 KBps,Yes,No,44.13%,26.58%,3.33 ms,2025-04-22T09:36:33.521604
eSante-Wintax,NTNX-J3014839-A/AHV,192.168.136.4 | 172.22.3.103,8,32 GiB,247.39 GiB / 606.67 GiB,8,20,234 KBps,Yes,No,22.63%,14.98%,1.70 ms,2025-04-22T09:36:33.521604
ESIGHT01,NTNX-J30212D6-A/AHV,172.30.0.135 | 192.168.60.214,8,32 GiB,495.7 GiB / 600 GiB,0,37,497 KBps,Yes,No,45.33%,38.99%,1.89 ms,2025-04-22T09:36:33.521604
ESIGHT01-clone21062022-bis,,,8,32 GiB,493.89 GiB / 600 GiB,-,-,-,Yes,No,66.43%,34.11%,8.40 ms,2025-04-22T09:36:33.521604
ESIGHT01-SUSE12.5,NTNX-J3014839-A/AHV,192.168.60.213 | 172.30.0.140,24,32 GiB,354.49 GiB / 603.08 GiB,0,2,23 KBps,Yes,No,41.15%,52.87%,5.20 ms,2025-04-22T09:36:33.521604
ESIGHT01-SUSE12.5-clone09082022,,,24,32 GiB,7.86 GiB / 603.84 GiB,-,-,-,Yes,No,29.98%,50.06%,5.52 ms,2025-04-22T09:36:33.521604
ESIGHT02,,,8,32 GiB,423.03 GiB / 1 TiB,-,-,-,Yes,No,2.71%,71.64%,1.67 ms,2025-04-22T09:36:33.521604
EWSD-01,,,2,6 GiB,80.91 GiB / 90 GiB,-,-,-,Yes,No,33.75%,80.29%,8.47 ms,2025-04-22T09:36:33.521604
EWSD-02,,,2,6 GiB,18.2 GiB / 50 GiB,-,-,-,Yes,No,40.89%,31.40%,2.98 ms,2025-04-22T09:36:33.521604
FM-COGNOS,NTNX-J302KCTX-A/AHV,172.31.71.163,4,32 GiB,44.47 GiB / 80 GiB,0,0,4 KBps,Yes,No,60.26%,97.54%,4.27 ms,2025-04-22T09:36:33.521604
FM-DASH1,NTNX-J3014839-A/AHV,172.31.71.164,6,16 GiB,34.22 GiB / 130 GiB,0,0,6 KBps,Yes,No,89.58%,41.93%,6.48 ms,2025-04-22T09:36:33.521604
FM-DASH2,NTNX-J302KCTX-A/AHV,172.31.71.165,6,16 GiB,32.2 GiB / 130 GiB,0,0,5 KBps,Yes,No,83.91%,88.30%,3.20 ms,2025-04-22T09:36:33.521604
FM-DB1,NTNX-J30212D6-A/AHV,172.31.71.138,6,24 GiB,1.99 TiB / 2.1 TiB,0,7,229 KBps,Yes,No,56.41%,77.56%,5.79 ms,2025-04-22T09:36:33.521604
FM-DB2,NTNX-J302KCTX-A/AHV,172.31.71.139,6,24 GiB,2.02 TiB / 2.1 TiB,0,14,526 KBps,Yes,No,44.19%,36.77%,7.49 ms,2025-04-22T09:36:33.521604
fm-gate,NTNX-J3014839-A/AHV,193.95.52.19 | 172.31.71.142 | 172.31.71.174,12,8 GiB,8.64 GiB / 80 GiB,0,0,0 KBps,Yes,No,50.00%,43.36%,4.51 ms,2025-04-22T09:36:33.521604
FM-IMPACT,NTNX-J302KCTX-A/AHV,172.31.71.137,4,16 GiB,12.41 GiB / 80 GiB,0,0,7 KBps,Yes,No,45.10%,86.20%,6.39 ms,2025-04-22T09:36:33.521604
FM-OSAGG1,NTNX-J3014837-A/AHV,172.31.71.133,8,20 GiB,36.85 GiB / 80 GiB,0,343,3.78 MBps,Yes,No,58.77%,52.91%,9.90 ms,2025-04-22T09:36:33.521604
FM-OSAGG2,NTNX-J3014839-A/AHV,172.31.71.134,8,22 GiB,23.42 GiB / 80 GiB,0,335,3.81 MBps,Yes,No,28.50%,5.62%,9.73 ms,2025-04-22T09:36:33.521604
FM-OSCOL1,NTNX-J30212D6-A/AHV,172.31.71.135,4,10 GiB,27.75 GiB / 80 GiB,0,0,3 KBps,Yes,No,91.58%,38.64%,2.57 ms,2025-04-22T09:36:33.521604
FM-OSCOL2,NTNX-J3014837-A/AHV,172.31.71.136,4,10 GiB,24.61 GiB / 80 GiB,0,0,109 KBps,Yes,No,56.09%,25.33%,8.49 ms,2025-04-22T09:36:33.521604
FM-OSDIS1,NTNX-J3014837-A/AHV,172.31.71.131,8,20 GiB,26.58 GiB / 80 GiB,0,0,132 KBps,Yes,No,0.75%,85.38%,5.35 ms,2025-04-22T09:36:33.521604
FM-OSDIS2,NTNX-J9023FVM-A/AHV,172.31.71.132,8,20 GiB,17.78 GiB / 80 GiB,0,0,125 KBps,Yes,No,96.03%,40.07%,3.31 ms,2025-04-22T09:36:33.521604
FM-PROBESET1,NTNX-J3014838-A/AHV,193.95.52.18,2,8 GiB,12.05 GiB / 50 GiB,0,1,218 KBps,Yes,No,66.94%,98.27%,4.65 ms,2025-04-22T09:36:33.521604
FM-PROBESET2,NTNX-J3014838-A/AHV,193.95.52.20,2,8 GiB,27.78 GiB / 50 GiB,0,0,19 KBps,Yes,No,79.43%,24.51%,3.99 ms,2025-04-22T09:36:33.521604
FM-PROBESET3,NTNX-J302KCTX-A/AHV,193.95.52.22,2,8 GiB,8.27 GiB / 50 GiB,0,0,36 KBps,Yes,No,88.24%,8.93%,5.38 ms,2025-04-22T09:36:33.521604
FM-PROBESET4,NTNX-J3014837-A/AHV,193.95.52.24,2,8 GiB,23.07 GiB / 50 GiB,0,0,237 KBps,Yes,No,84.77%,42.57%,9.02 ms,2025-04-22T09:36:33.521604
FM-PROBESET5,NTNX-J3014837-A/AHV,193.95.52.26,2,8 GiB,8.84 GiB / 50 GiB,0,0,2 KBps,Yes,No,89.72%,25.35%,9.42 ms,2025-04-22T09:36:33.521604
FM-PROBESET6,NTNX-J3014839-A/AHV,193.95.52.28,4,8 GiB,10.84 GiB / 50 GiB,0,1,8 KBps,Yes,No,6.02%,67.89%,7.14 ms,2025-04-22T09:36:33.521604
FTP-Mobile,NTNX-J900RCNW-A/AHV,172.30.7.251 | 172.22.3.108,8,32 GiB,63.39 GiB / 150.05 GiB,0,0,0 KBps,Yes,No,76.12%,19.69%,5.54 ms,2025-04-22T09:36:33.521604
FTP-SERVER,,,4,8 GiB,12.57 GiB / 20.3 GiB,-,-,-,Yes,No,56.40%,27.42%,8.42 ms,2025-04-22T09:36:33.521604
FTP-Server-Ubuntu,NTNX-J9023FVL-A/AHV,172.22.3.104,4,8 GiB,4.08 GiB / 150 GiB,0,0,0 KBps,Yes,No,83.35%,45.03%,6.13 ms,2025-04-22T09:36:33.521604
HPSM-SCORECARD01,NTNX-J30212D6-A/AHV,172.16.189.8,4,17 GiB,135.27 GiB / 300 GiB,0,1,10 KBps,Yes,No,17.63%,73.38%,9.12 ms,2025-04-22T09:36:33.521604
Huawei-CDR-Collect01,NTNX-J302KCTX-A/AHV,,32,60 GiB,752.1 GiB / 1.95 TiB,0,0,2 KBps,Yes,No,3.31%,87.41%,7.66 ms,2025-04-22T09:36:33.521604
Hycu-Backup,,,12,12 GiB,5.42 GiB / 42 GiB,-,-,-,Yes,No,21.28%,7.50%,7.08 ms,2025-04-22T09:36:33.521604
INFOVISTA-PoC-VM01,,,4,12 GiB,28.16 GiB / 500 GiB,-,-,-,Yes,No,25.71%,56.47%,8.85 ms,2025-04-22T09:36:33.521604
INFOVISTA-POC-VM01,NTNX-J3014839-A/AHV,172.25.1.200,4,12 GiB,177.54 GiB / 500 GiB,17,3,363 KBps,Yes,No,20.22%,65.47%,2.38 ms,2025-04-22T09:36:33.521604
IoT-Android,NTNX-J30212D6-A/AHV,172.30.39.53,8,8 GiB,14.88 GiB / 55.01 GiB,0,0,3 KBps,Yes,No,2.08%,52.19%,2.50 ms,2025-04-22T09:36:33.521604
IoT-Cartographie,NTNX-J30212D6-A/AHV,172.30.39.52,8,8 GiB,16.59 GiB / 55.01 GiB,0,0,5 KBps,Yes,No,19.72%,25.75%,3.89 ms,2025-04-22T09:36:33.521604
IoT-MQTT,NTNX-J30212D6-A/AHV,172.30.39.51,8,8 GiB,18.44 GiB / 55.01 GiB,0,1,9 KBps,Yes,No,94.75%,24.30%,3.54 ms,2025-04-22T09:36:33.521604
IoT-Postgresql,NTNX-J30212D6-A/AHV,172.30.39.54,8,8 GiB,18.42 GiB / 55.01 GiB,0,0,6 KBps,Yes,No,44.31%,1.82%,7.43 ms,2025-04-22T09:36:33.521604
KB-WFBB-AD01-New,NTNX-J30212D6-A/AHV,192.168.10.1 | 192.168.60.132,2,4 GiB,46.76 GiB / 50 GiB,0,1,7 KBps,Yes,No,77.23%,84.01%,4.11 ms,2025-04-22T09:36:33.521604
KB-WFBB-AD01-New1-Clone-15-09-2020,,,2,4 GiB,33.61 GiB / 50 GiB,-,-,-,Yes,No,21.59%,79.41%,7.70 ms,2025-04-22T09:36:33.521604
KB-WFBB-ATA01,,,8,16 GiB,15.22 GiB / 80.05 GiB,-,-,-,Yes,No,47.82%,76.71%,6.37 ms,2025-04-22T09:36:33.521604
KB-WFBB-ATA01-Clone-15-09-2020,,,8,16 GiB,14.62 GiB / 80.05 GiB,-,-,-,Yes,No,9.43%,41.43%,7.10 ms,2025-04-22T09:36:33.521604
KB-WFBB-EXT01,NTNX-J3014837-A/AHV,192.168.10.11 | 192.168.9.19 | 192.168.60.142,4,8 GiB,75.51 GiB / 200 GiB,0,5,30 KBps,Yes,No,28.52%,92.44%,7.30 ms,2025-04-22T09:36:33.521604
KB-WFBB-EXT01-01-04-2022,,,4,4 GiB,63.22 GiB / 200 GiB,-,-,-,Yes,No,83.80%,79.61%,9.62 ms,2025-04-22T09:36:33.521604
KB-WFBB-EXT01-15022022,,,4,4 GiB,63.36 GiB / 200 GiB,-,-,-,Yes,No,54.50%,59.31%,5.74 ms,2025-04-22T09:36:33.521604
KB-WFBB-EXT02,NTNX-J3014837-A/AHV,192.168.10.12 | 192.168.9.22 | 192.168.60.143,4,4 GiB,63.92 GiB / 200 GiB,0,0,2 KBps,Yes,No,7.92%,28.93%,3.44 ms,2025-04-22T09:36:33.521604
KB-WFBB-EXT02-01-04-2022,,,4,4 GiB,63.8 GiB / 200 GiB,-,-,-,Yes,No,61.66%,11.84%,5.00 ms,2025-04-22T09:36:33.521604
KB-WFBB-EXT02-15022022,,,4,4 GiB,63.8 GiB / 200 GiB,-,-,-,Yes,No,59.07%,93.40%,5.21 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRE01-New,NTNX-J3014838-A/AHV,192.168.10.13 | 192.168.9.8 | 192.168.60.144,2,4 GiB,85.52 GiB / 280.01 GiB,0,0,1 KBps,Yes,No,75.57%,10.20%,5.97 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRE01-New-Clone-15-09-2020,,,2,8 GiB,75.25 GiB / 280.01 GiB,-,-,-,Yes,No,31.74%,62.72%,8.50 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRE02-New,NTNX-J3014837-A/AHV,192.168.10.14 | 192.168.9.9 | 192.168.60.146,4,6 GiB,318.9 GiB / 480 GiB,0,1,9 KBps,Yes,No,28.98%,48.25%,5.74 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRE02-New-Clone-15-09-2020,,,4,6 GiB,333.37 GiB / 480 GiB,-,-,-,Yes,No,22.43%,94.07%,9.50 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV01,NTNX-J3014839-A/AHV,192.168.10.15 | 193.95.52.82 | 192.168.60.140,4,8 GiB,45.66 GiB / 95.65 GiB,0,0,14 KBps,Yes,No,39.94%,87.11%,5.66 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV01-13012023,,,4,8 GiB,24.17 GiB / 95.65 GiB,-,-,-,Yes,No,16.62%,10.07%,6.26 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV01-clone-01082023,,,4,8 GiB,37.46 GiB / 95.65 GiB,-,-,-,Yes,No,17.74%,20.10%,2.05 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV01-clone-09012024,,,4,8 GiB,10.87 GiB / 95.65 GiB,-,-,-,Yes,No,18.10%,35.49%,2.42 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV01-clone-26072024,,,4,8 GiB,31.48 GiB / 95.65 GiB,-,-,-,Yes,No,43.84%,66.54%,7.04 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV01-clone_10012025,,,4,8 GiB,44.08 GiB / 95.65 GiB,-,-,-,Yes,No,52.51%,95.85%,8.42 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV01-Test-WIN2016-01-04-2022,,,4,8 GiB,31.21 GiB / 95.65 GiB,-,-,-,Yes,No,40.18%,8.09%,7.64 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV02,NTNX-J3014837-A/AHV,192.168.10.3 | 193.95.52.83 | 192.168.60.141,2,4 GiB,74.16 GiB / 100 GiB,0,1,6 KBps,Yes,No,41.52%,67.56%,4.15 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV02-13012023,,,2,4 GiB,- / 100 GiB,-,-,-,Yes,No,59.91%,32.51%,2.58 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV02-clone-01082023,,,2,4 GiB,53.52 GiB / 100 GiB,-,-,-,Yes,No,95.55%,82.80%,1.79 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV02-clone-09012024,,,2,4 GiB,55.4 GiB / 100 GiB,-,-,-,Yes,No,48.20%,56.58%,7.25 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV02-clone-26072024,,,2,4 GiB,55.55 GiB / 100 GiB,-,-,-,Yes,No,79.42%,47.56%,2.10 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV02-clone_10012025,,,2,4 GiB,56.33 GiB / 100 GiB,-,-,-,Yes,No,86.15%,84.28%,5.90 ms,2025-04-22T09:36:33.521604
KB-WFBB-PRV03,NTNX-J3014837-A/AHV,192.168.10.17 | 193.95.52.84,2,4 GiB,48.45 GiB / 100 GiB,0,0,0 KBps,Yes,No,68.37%,84.72%,8.50 ms,2025-04-22T09:36:33.521604
KB-WFBB-SQL02-Clone08-05-2020,,,12,32 GiB,159.88 GiB / 953.53 GiB,-,-,-,Yes,No,56.13%,14.88%,1.74 ms,2025-04-22T09:36:33.521604
KB-WFBB-SQL03-Clone07-05-2020,,,4,16 GiB,28.73 GiB / 100 GiB,-,-,-,Yes,No,2.92%,98.33%,8.19 ms,2025-04-22T09:36:33.521604
KB-WFBB-SQL04-analyse-clone-137,,,4,8 GiB,158.56 GiB / 220 GiB,-,-,-,Yes,No,36.73%,4.80%,5.60 ms,2025-04-22T09:36:33.521604
KB-WFBB-SQL04-analyse-clone-137-15-09-2020,,,4,8 GiB,143.5 GiB / 220 GiB,-,-,-,Yes,No,29.49%,93.00%,1.56 ms,2025-04-22T09:36:33.521604
KB-WFBB-WEB01,NTNX-J900RCNW-A/AHV,192.168.10.10 | 192.168.9.3 | 192.168.60.138,8,32 GiB,130.95 GiB / 200 GiB,0,2,37 KBps,Yes,No,52.03%,30.35%,1.55 ms,2025-04-22T09:36:33.521604
KB-WFBB-WEB01-01-04-2020,,,8,16 GiB,101.38 GiB / 200 GiB,-,-,-,Yes,No,86.12%,32.79%,5.01 ms,2025-04-22T09:36:33.521604
KB-WFBB-WEB01-15022022,,,8,16 GiB,101.37 GiB / 200 GiB,-,-,-,Yes,No,30.65%,6.14%,3.97 ms,2025-04-22T09:36:33.521604
KB-WFBB-WEB02,NTNX-J30212D6-A/AHV,192.168.10.5 | 192.168.9.4 | 192.168.60.139,8,16 GiB,81.87 GiB / 280 GiB,0,1,6 KBps,Yes,No,78.95%,90.52%,8.18 ms,2025-04-22T09:36:33.521604
KB-WFBB-WEB02-01-04-2022,,,8,16 GiB,81.32 GiB / 280 GiB,-,-,-,Yes,No,46.77%,52.82%,2.69 ms,2025-04-22T09:36:33.521604
KB-WFBB-WEB02-15022022,,,8,16 GiB,79.99 GiB / 280 GiB,-,-,-,Yes,No,1.28%,14.32%,9.57 ms,2025-04-22T09:36:33.521604
KB-WFBB-WEB03,,,8,16 GiB,101.2 GiB / 200 GiB,-,-,-,Yes,No,46.16%,65.53%,8.05 ms,2025-04-22T09:36:33.521604
LINE_ANALYZER-VM01,NTNX-J9023FVM-A/AHV,172.22.3.109,8,32 GiB,30.32 GiB / 505.36 GiB,0,1,8 KBps,Yes,No,27.37%,27.33%,7.65 ms,2025-04-22T09:36:33.521604
MGMT-CACTI04,,,16,8 GiB,29.04 GiB / 80 GiB,-,-,-,Yes,No,34.33%,57.00%,6.78 ms,2025-04-22T09:36:33.521604
MGMT-KMS01,NTNX-J3014839-A/AHV,,2,4 GiB,35.33 GiB / 40 GiB,0,0,0 KBps,Yes,No,77.54%,27.34%,2.51 ms,2025-04-22T09:36:33.521604
NMS-NEC-FHIP-EMS01,NTNX-J3014839-A/AHV,172.27.149.117 | 172.27.149.109,8,16 GiB,133.39 GiB / 320.05 GiB,0,7,69 KBps,Yes,No,96.81%,8.28%,1.92 ms,2025-04-22T09:36:33.521604
NMS-NEC-FHIP-UNMS01,NTNX-J3014838-A/AHV,172.27.149.116 | 172.27.149.108,8,24 GiB,140.41 GiB / 0.98 TiB,0,12,141 KBps,Yes,No,49.19%,96.97%,5.33 ms,2025-04-22T09:36:33.521604
NMS-TT-Répéteurs,NTNX-J302KCTX-A/AHV,172.30.9.235 | 172.30.9.227,8,16 GiB,21.65 GiB / 505.08 GiB,0,0,4 KBps,Yes,No,71.26%,60.86%,2.62 ms,2025-04-22T09:36:33.521604
NMS_Synchro_1,NTNX-J3014839-A/AHV,172.27.159.212 | 172.27.159.204,16,32 GiB,12.12 GiB / 100 GiB,0,4,33 KBps,Yes,No,12.89%,67.03%,5.80 ms,2025-04-22T09:36:33.521604
NMS_Synchro_2,NTNX-J3014838-A/AHV,172.27.159.213 | 172.27.159.205,16,32 GiB,11.25 GiB / 100 GiB,0,1,439 KBps,Yes,No,23.92%,95.84%,8.41 ms,2025-04-22T09:36:33.521604
NOC-MGMT-SERVER01,NTNX-J3014837-A/AHV,172.30.58.3,8,8 GiB,141.75 GiB / 205.01 GiB,0,8,175 KBps,Yes,No,71.57%,36.30%,4.94 ms,2025-04-22T09:36:33.521604
NOC-MGMT-SERVER01-clone04122023,,,8,8 GiB,13.99 GiB / 205.01 GiB,-,-,-,Yes,No,8.40%,18.74%,4.09 ms,2025-04-22T09:36:33.521604
NOC-MGMT-SERVER02,NTNX-J900RCNW-A/AHV,172.30.58.4,8,8 GiB,12.03 GiB / 200 GiB,0,0,0 KBps,Yes,No,34.80%,40.70%,9.73 ms,2025-04-22T09:36:33.521604
NOC-MGMT-SERVER02-clone04122023,,,8,8 GiB,9.96 GiB / 200 GiB,-,-,-,Yes,No,7.03%,36.42%,4.92 ms,2025-04-22T09:36:33.521604
NOC-MGMT-SERVER03,NTNX-J900RCNW-A/AHV,172.30.58.5,8,8 GiB,14.15 GiB / 200 GiB,0,3,98 KBps,Yes,No,89.60%,22.19%,9.09 ms,2025-04-22T09:36:33.521604
NOC-MGMT-SERVER03-clone04122023,,,8,8 GiB,9.68 GiB / 200 GiB,-,-,-,Yes,No,74.47%,20.90%,1.97 ms,2025-04-22T09:36:33.521604
NSO-ADMIN,NTNX-J3014839-A/AHV,172.30.6.222,4,8 GiB,94.84 GiB / 200 GiB,0,0,0 KBps,Yes,No,54.11%,58.01%,2.38 ms,2025-04-22T09:36:33.521604
NTNX-J3014836-A-CVM,NTNX-J3014836-A/AHV,172.22.2.14 | 192.168.5.254 | 192.168.5.2,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,21.90%,10.66%,7.14 ms,2025-04-22T09:36:33.521604
NTNX-J3014837-A-CVM,NTNX-J3014837-A/AHV,172.22.2.15 | 192.168.5.254 | 192.168.5.2,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,9.43%,37.83%,7.30 ms,2025-04-22T09:36:33.521604
NTNX-J3014838-A-CVM,NTNX-J3014838-A/AHV,172.22.2.16 | 192.168.5.2 | 192.168.5.254,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,16.75%,27.71%,4.33 ms,2025-04-22T09:36:33.521604
NTNX-J3014839-A-CVM,NTNX-J3014839-A/AHV,172.22.2.17 | 192.168.5.2 | 192.168.5.254,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,77.23%,57.11%,9.76 ms,2025-04-22T09:36:33.521604
NTNX-J30212D6-A-CVM,NTNX-J30212D6-A/AHV,172.22.2.30 | 192.168.5.254 | 192.168.5.2,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,3.15%,65.66%,8.07 ms,2025-04-22T09:36:33.521604
NTNX-J302KCTX-A-CVM,NTNX-J302KCTX-A/AHV,172.22.2.31 | 192.168.5.254 | 192.168.5.2,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,82.68%,17.91%,5.62 ms,2025-04-22T09:36:33.521604
NTNX-J900RCNW-A-CVM,NTNX-J900RCNW-A/AHV,172.22.2.32 | 192.168.5.2 | 192.168.5.254,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,74.91%,16.06%,2.75 ms,2025-04-22T09:36:33.521604
NTNX-J9023FVM-A-CVM,NTNX-J9023FVM-A/AHV,172.22.2.34 | 192.168.5.2 | 192.168.5.254,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,40.51%,98.55%,9.50 ms,2025-04-22T09:36:33.521604
NTNX-J9023FVN-A-CVM,NTNX-J9023FVN-A/AHV,172.22.2.35 | 192.168.5.2 | 192.168.5.254,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,44.34%,42.34%,6.40 ms,2025-04-22T09:36:33.521604
NTNX-NTNXX-J9023FVL-A-CVM,NTNX-J9023FVL-A/AHV,172.22.2.33 | 192.168.5.254 | 192.168.5.2,12,32 GiB,- / 0 GiB,0,0,0 KBps,No,No,93.73%,96.84%,3.29 ms,2025-04-22T09:36:33.521604
Openstack-Devstack,NTNX-J30212D6-A/AHV,172.22.3.3,16,64 GiB,162.32 GiB / 250 GiB,0,36,304 KBps,Yes,No,6.37%,29.89%,3.80 ms,2025-04-22T09:36:33.521604
Openstack_template,,,32,32 GiB,4.81 GiB / 200 GiB,-,-,-,Yes,No,53.51%,88.11%,8.56 ms,2025-04-22T09:36:33.521604
Ping-Test,NTNX-J9023FVM-A/AHV,172.22.3.10 | 192.168.136.100 | 10.254.254.2,8,8 GiB,50.6 GiB / 55.65 GiB,0,0,0 KBps,Yes,No,1.43%,36.77%,3.56 ms,2025-04-22T09:36:33.521604
PoC_K2lis-VM01,NTNX-J9023FVM-A/AHV,10.1.12.10,2,4 GiB,20.98 GiB / 50 GiB,0,0,0 KBps,Yes,No,90.61%,46.32%,9.96 ms,2025-04-22T09:36:33.521604
PoC_VC4-APP01,,,16,32 GiB,9.48 GiB / 204.87 GiB,-,-,-,Yes,No,51.80%,24.51%,5.46 ms,2025-04-22T09:36:33.521604
